(NADA).ET	(NNMT).ET	(NAMPT).ET	(NAMPT).Km	(NNMT).Km	Values[cell division rate]	[NAD]	(SIRT).Flux	(NAM import).v	[NAM]	[NMN]	(SIRT).ET	(NAD-consumption without Nam inhibition).ET	Values[scaling].InitialValue
10	0	0	5e-06	0.4	4.5814e-05	0.0908503	0.003281085	1.04713e-05	0.0218714	0.098241	10	10	0.001
10	0	0	5e-06	0.4	4.79906e-05	0.08647369999999999	0.003268855	1.04713e-05	0.0211493	0.0936567	10	10	0.001
10	0	0	5e-06	0.4	5.02706e-05	0.0823021	0.003254583	1.04713e-05	0.0204504	0.0892848	10	10	0.001
10	0	0	5e-06	0.4	5.26589e-05	0.07832489999999999	0.003238284	1.04713e-05	0.0197734	0.0851158	10	10	0.001
10	0	0	5e-06	0.4	5.51607e-05	0.0745333	0.003219959	1.04713e-05	0.0191171	0.0811407	10	10	0.001
10	0	0	5e-06	0.4	5.77814e-05	0.0709184	0.003199631	1.04713e-05	0.0184805	0.0773507	10	10	0.001
10	0	0	5e-06	0.4	6.05266e-05	0.06747210000000001	0.003177289	1.04713e-05	0.0178626	0.0737374	10	10	0.001
10	0	0	5e-06	0.4	6.34021e-05	0.0641867	0.003152966	1.04713e-05	0.0172625	0.0702928	10	10	0.001
10	0	0	5e-06	0.4	6.64143e-05	0.06105440000000001	0.003126652	1.04713e-05	0.0166795	0.0670093	10	10	0.001
10	0	0	5e-06	0.4	6.95696e-05	0.058068400000000006	0.003098388	1.04713e-05	0.0161128	0.0638796	10	10	0.001
10	0	0	5e-06	0.4	7.28749e-05	0.0552217	0.0030681650000000003	1.04713e-05	0.0155619	0.0608965	10	10	0.001
10	0	0	5e-06	0.4	7.63371e-05	0.052508	0.003036024	1.04713e-05	0.0150261	0.0580534	10	10	0.001
10	0	0	5e-06	0.4	7.99638e-05	0.0499212	0.0030019850000000004	1.04713e-05	0.0145051	0.0553438	10	10	0.001
10	0	0	5e-06	0.4	8.37629e-05	0.0474552	0.0029660700000000003	1.04713e-05	0.0139983	0.0527616	10	10	0.001
10	0	0	5e-06	0.4	8.77424e-05	0.0451046	0.002928321	1.04713e-05	0.0135053	0.0503009	10	10	0.001
10	0	0	5e-06	0.4	9.1911e-05	0.042864	0.0028887690000000002	1.04713e-05	0.0130259	0.0479559	10	10	0.001
10	0	0	5e-06	0.4	9.62776e-05	0.04072827	0.002847456	1.04713e-05	0.0125596	0.0457214	10	10	0.001
10	0	0	5e-06	0.4	0.000100852	0.03869262	0.002804424	1.04713e-05	0.0121063	0.0435922	10	10	0.001
10	0	0	5e-06	0.4	0.000105643	0.03675221	0.002759736	1.04713e-05	0.0116657	0.0415632	10	10	0.001
10	0	0	5e-06	0.4	0.000110662	0.034902760000000005	0.002713444	1.04713e-05	0.0112375	0.0396299	10	10	0.001
10	0	0	5e-06	0.4	0.00011592	0.033140010000000004	0.002665612	1.04713e-05	0.0108216	0.0377877	10	10	0.001
10	0	0	5e-06	0.4	0.000121427	0.03145974	0.002616294	1.04713e-05	0.0104177	0.0360323	10	10	0.001
10	0	0	5e-06	0.4	0.000127196	0.029858289999999996	0.002565562	1.04713e-05	0.0100256	0.0343596	10	10	0.001
10	0	0	5e-06	0.4	0.000133239	0.028331799999999997	0.00251349	1.04713e-05	0.00964523	0.0327657	10	10	0.001
10	0	0	5e-06	0.4	0.000139569	0.026876749999999998	0.002460164	1.04713e-05	0.00927635	0.0312468	10	10	0.001
10	0	0	5e-06	0.4	0.0001462	0.02548981	0.002405668	1.04713e-05	0.0089188	0.0297994	10	10	0.001
10	0	0	5e-06	0.4	0.000153146	0.024167809999999998	0.002350075	1.04713e-05	0.0085724	0.0284201	10	10	0.001
10	0	0	5e-06	0.4	0.000160422	0.022907570000000002	0.0022934820000000003	1.04713e-05	0.00823699	0.0271055	10	10	0.001
10	0	0	5e-06	0.4	0.000168043	0.02170627	0.0022359850000000002	1.04713e-05	0.00791238	0.0258527	10	10	0.001
10	0	0	5e-06	0.4	0.000176027	0.02056106	0.002177657	1.04713e-05	0.0075984	0.0246587	10	10	0.001
10	0	0	5e-06	0.4	0.00018439	0.019469300000000002	0.002118625	1.04713e-05	0.00729485	0.0235206	10	10	0.001
10	0	0	5e-06	0.4	0.00019315	0.01842839	0.002058956	1.04713e-05	0.00700155	0.0224358	10	10	0.001
10	0	0	5e-06	0.4	0.000202326	0.01743602	0.001998775	1.04713e-05	0.0067183	0.0214018	10	10	0.001
10	0	0	5e-06	0.4	0.000211939	0.01648997	0.00193816	1.04713e-05	0.00644489	0.0204161	10	10	0.001
10	0	0	5e-06	0.4	0.000222008	0.015587799999999999	0.001877215	1.04713e-05	0.00618112	0.0194765	10	10	0.001
10	0	0	5e-06	0.4	0.000232555	0.014727629999999999	0.0018160490000000001	1.04713e-05	0.00592678	0.0185806	10	10	0.001
10	0	0	5e-06	0.4	0.000243604	0.013907400000000002	0.001754739	1.04713e-05	0.00568164	0.0177266	10	10	0.001
10	0	0	5e-06	0.4	0.000255177	0.013125300000000001	0.001693401	1.04713e-05	0.00544549	0.0169122	10	10	0.001
10	0	0	5e-06	0.4	0.000267301	0.012379409999999999	0.0016321130000000001	1.04713e-05	0.0052181	0.0161358	10	10	0.001
10	0	0	5e-06	0.4	0.00028	0.01166801	0.001570972	1.04713e-05	0.00499925	0.0153954	10	10	0.001

10	0	0	5e-06	0.4	2.7e-06	1.4849887	0.0002712866	1.09648e-05	1.08899	1.41272	10	10	0.001
10	0	0	5e-06	0.4	2.82828e-06	1.4567575	0.0003114557	1.09648e-05	0.959373	1.38678	10	10	0.001
10	0	0	5e-06	0.4	2.96265e-06	1.4254631999999998	0.000357144	1.09648e-05	0.844014	1.35804	10	10	0.001
10	0	0	5e-06	0.4	3.1034e-06	1.3911764	0.00040851129999999996	1.09648e-05	0.742351	1.32657	10	10	0.001
10	0	0	5e-06	0.4	3.25084e-06	1.3541478	0.0004655112	1.09648e-05	0.653559	1.29261	10	10	0.001
10	0	0	5e-06	0.4	3.40529e-06	1.3147581000000002	0.0005278943	1.09648e-05	0.576587	1.25648	10	10	0.001
10	0	0	5e-06	0.4	3.56707e-06	1.2734679	0.0005952377999999999	1.09648e-05	0.510226	1.21861	10	10	0.001
10	0	0	5e-06	0.4	3.73654e-06	1.2307679999999999	0.0006669929	1.09648e-05	0.453201	1.17945	10	10	0.001
10	0	0	5e-06	0.4	3.91406e-06	1.1871790999999998	0.00074255	1.09648e-05	0.404255	1.13945	10	10	0.001
